Name	Link	Family	Max Thickness (%)	x-Locationof Max Thickness (%)	Camber (%)	Data Sources	Cl max	Cl/Cd max	Cd @ Cl=0.1	Cd @ Cl=0.4	Cd @ Cl=0.6
DA8523	DA8523	Ayers	8.5	23.1	2.3	JF XF	1.22	97	0.008	0.008	0.009
DA9021	DA9021	Ayers	9	21.4	2.1	JF XF	1.15	96	0.008	0.013	0.009
DAE-11	DAE-11	Drela	12.8	33.8	6.6	JF XF	1.87	241	0.004	0.004	0.004
DAE-21	DAE-21	Drela	11.8	31.9	6.6	JF XF	1.96	264	0.003	0.004	0.004
DAE-31	DAE-31	Drela	11.1	30.1	6.8	JF XF	1.96	222	0.003	0.003	0.003
DAE-51	DAE-51	Drela	9.4	30.1	4	JF WT XF	1.48	116	0.007	0.007	0.007
DALE HOUSE DH4009 (SMOOTHED) USED ON THE STORM R/C AEROBATIC AIRCRAFT	Dale House DH4009 (smoothed) used on the Storm R/C aerobatic aircraft	Uncategorized	8.9	43.8	0.2	JF WT XF	0.8	83	0.005	0.007	0.084
DAVIS	Davis	Uncategorized	11.2	30.1	3.7	JF XF	1.58	172	0.006	0.006	0.006
DAVIS (SMOOTHED)	Davis (smoothed)	Uncategorized	5.9	30.1	5.9	JF XF	1.5	73	0.045	0.016	0.016
DAVIS BASIC B-24 WING	DAVIS BASIC B-24 WING	Uncategorized	15.9	30.1	2.5	JF XF	1.55	141	0.006	0.006	0.006
DAYTON-WRIGHT 6	Dayton-Wright 6	Uncategorized	13.6	28.3	4.1	JF XF	1.88	195	0.006	0.006	0.007
DAYTON-WRIGHT T-1	Dayton-Wright T-1	Uncategorized	13.5	26.5	3.1	JF XF	1.88	148	0.008	0.008	0.009
DD928416	DD928416	Uncategorized	8.4	30.1	1.6	JF XF	1.02	155	0.004	0.004	0.004
DEES OKAY230	Dees Okay230	Uncategorized	17.1	37.7	3.9	JF XF	1.87	120	0.009	0.009	0.01
DEFIANT CANARD BL110	DEFIANT CANARD BL110	Uncategorized	14.7	30.1	3.8	JF XF	1.55	187	0.007	0.007	0.007
DEFIANT CANARD BL145	DEFIANT CANARD BL145	Uncategorized	11.5	28.2	2.4	JF XF	1.58	167	0.005	0.005	0.005
DEFIANT CANARD BL20	DEFIANT CANARD BL20	Uncategorized	20.9	28.2	4.5	JF XF	2.17	131	0.007	0.007	0.006
DF101	DF101	Uncategorized	11	28.2	2.3	JF WT XF	1.29	171	0.005	0.007	0.007
DF102	DF102	Uncategorized	11	28.2	2.4	JF WT XF	1.39	186	0.006	0.007	0.007
DF103	DF103	Uncategorized	11.2	28.2	2.2	JF WT XF	1.24	110	0.007	0.007	0.007
DFVLR R-4	DFVLR R-4	Uncategorized	13.4	37.7	2.1	JF XF	1.48	80	0.01	0.009	0.012
DORMOY	Dormoy	Uncategorized	9	30.1	2.1	JF XF	1.24	121	0.005	0.006	0.006
DORNIER A-5	DORNIER A-5	Uncategorized	16.2	41.7	2.6	JF XF	1.9	120	0.007	0.007	0.007
DOUGLAS LA203A	DOUGLAS LA203A	Uncategorized	15.7	35.8	5.5	JF XF	2.13	221	0.007	0.007	0.006
DP1.68/8.37_DS	DP1.68/8.37_DS	Pflug	8.4	37.7	1.7	JF XF	0.86	104	0.005	0.005	0.078
DP1.72/8.16_DS	DP1.72/8.16_DS	Pflug	8.2	37.7	1.7	JF XF	0.85	115	0.005	0.006	0.056
DP1.72/8.32_DS	DP1.72/8.32_DS	Pflug	8.3	35.8	1.7	JF XF	0.94	104	0.005	0.006	0.067
DP1.77/8.23_DS	DP1.77/8.23_DS	Pflug	8.2	37.7	1.8	JF XF	0.84	125	0.006	0.006	0.023
DP1.79/8.37_DS	DP1.79/8.37_DS	Pflug	8.4	37.7	1.8	JF XF	0.92	114	0.005	0.006	0.055
DP1.82/8.21_DS	DP1.82/8.21_DS	Pflug	8.2	39.7	1.8	JF XF	0.83	121	0.005	0.005	0.065
DP1.87/9.07_DS	DP1.87/9.07_DS	Pflug	9.1	39.7	1.9	JF XF	0.82	101	0.005	0.005	0.06
DP1.89/7.83	DP1.89/7.83	Pflug	7.8	24.7	1.9	JF XF	1.12	170	0.004	0.004	0.004
DP2.00/8.55_DS	DP2.00/8.55_DS	Pflug	8.6	39.7	2	JF XF	0.71	104	0.006	0.013	0.013
DP2.05/8.65_DS	DP2.05/8.65_DS	Pflug	8.7	39.7	2	JF XF	0.89	107	0.005	0.005	0.058
DP2.06/8.67_DS	DP2.06/8.67_DS	Pflug	8.7	39.7	2.1	JF XF	0.78	103	0.005	0.005	0.021
DP2.47/9.48_DS	DP2.47/9.48_DS	Pflug	9.5	39.7	2.5	JF XF	0.88	119	0.006	0.005	0.019
DRAGONFLY CANARD	DRAGONFLY CANARD	Uncategorized	19.3	37.7	6.6	JF XF	1.91	195	0.007	0.006	0.006
DS19	DS19	Uncategorized	8.5	28.2	1.9	JF XF	1.19	116	0.006	0.006	0.006
DS21	DS21	Uncategorized	8.6	28.2	1.8	JF XF	1.16	92	0.008	0.009	0.009
DSMA-523A	DSMA-523A	Uncategorized	11	35.8	2.3	JF XF	1.43	122	0.006	0.008	0.008
DSMA-523B	DSMA-523B	Uncategorized	11	35.8	2	JF XF	1.47	77	0.015	0.015	0.017
DU 86-084/18	DU 86-084/18	Delft	8.5	35.8	1.2	JF WT XF	0.91	113	0.004	0.005	0.083
DU 86-137/25	DU 86-137/25	Delft	13.7	39.7	0.2	JF XF	1.11	98	0.004	0.006	0.007
DU06-W-200_VAWT	DU06-W-200_VAWT	Delft	19.8	30.1	0.5	JF XF	1.6	107	0.008	0.008	0.009
E. BAMBINO 7	E. Bambino 7	Uncategorized	6	39.7	2.5	JF XF	1.04	77	0.012	0.011	0.011
EDGE_ROOT	Edge_root	Taylor	6.4	21.4	1.9	JF XF	1.03	89	0.009	0.009	0.009
EDGE_TIP	Edge_tip	Taylor	4.9	15.6	1.2	JF XF	0.97	132	0.006	0.005	0.093
EH 0.0/9.0	EH 0.0/9.0	Yost	9	30.1	0	JF XF	0.81	93	0.005	0.006	0.092
EH 1.0/7.0	EH 1.0/7.0	Yost	7	30.1	1	JF XF	0.74	116	0.005	0.005	0.042
EH 1.0/9.0	EH 1.0/9.0	Yost	9	30.1	1	JF XF	0.92	93	0.005	0.006	0.062
EH 1.5/9.0	EH 1.5/9.0	Yost	9	30.1	1.5	JF XF	0.96	103	0.005	0.005	0.006
EH 2.0/10	EH 2.0/10	Yost	10.1	30.1	2	JF XF	1.06	151	0.005	0.005	0.005
EH 2.0/12	EH 2.0/12	Yost	12	30.1	2	JF XF	1.21	139	0.006	0.006	0.006
EH 2.0/7.0	EH 2.0/7.0	Yost	7	30.1	2	JF XF	0.83	149	0.005	0.004	0.024
EH 2.5/10	EH 2.5/10	Yost	10	30.1	2.5	JF XF	0.84	116	0.006	0.029	0.009
EH 3.0/12	EH 3.0/12	Yost	12	30.1	2.9	JF XF	0.98	104	0.027	0.029	0.035
EIFFEL 10 (WRIGHT) - 1903 WRIGHT FLYER AIRFOIL	Eiffel 10 (Wright) - 1903 Wright Flyer airfoil	Eiffel	5.1	0.2	3.5	JF XF	0.87	62	0.038	0.007	0.036
EIFFEL 13 (BLERIOT 11)	Eiffel 13 (Bleriot 11)	Eiffel	5.2	99.3	12.9	JF XF	1.51	145	0.03	0.005	0.005
EIFFEL 33	Eiffel 33	Eiffel	6.8	19.9	5.5	JF XF	1.41	151	0.025	0.008	0.007
EIFFEL 36	Eiffel 36	Eiffel	7.4	30.1	5.3	JF XF	1.67	119	0.006	0.007	0.01
EIFFEL 371 (MONGE)	Eiffel 371 (Monge)	Eiffel	14.4	31.9	3.3	JF XF	1.76	149	0.005	0.005	0.005
EIFFEL 385 (S.T. AE)	Eiffel 385 (S.T. Ae)	Eiffel	13.5	23.1	2.3	JF XF	1.92	146	0.006	0.006	0.006
EIFFEL 400	Eiffel 400	Eiffel	14.5	28.2	3.3	JF XF	1.7	162	0.006	0.006	0.006
EIFFEL 428 (BLERIOT)	Eiffel 428 (Bleriot)	Eiffel	9	31.9	3.6	JF XF	1.44	149	0.006	0.006	0.007
EIFFEL 430 (LACHASSGNE)	Eiffel 430 (Lachassgne)	Eiffel	9.7	15.6	3.6	JF XF	1.78	147	0.006	0.006	0.006
ELINA	ELINA	Uncategorized	9.5	30.1	3	JF XF	1.15	153	0.005	0.005	0.005
EM 925 20103 181 N	EM 925 20103 181 n	Mauk	10.7	28.2	1.9	JF XF	1.4	171	0.004	0.004	0.004
EM CY 1016 1510	EM CY 1016 1510	Mauk	10	31.9	1.5	JF XF	1.14	101	0.006	0.006	0.007
EM CY 1016 2012	EM CY 1016 2012	Mauk	12	31.9	2	JF XF	1.38	113	0.007	0.007	0.007
EM CY 1016 20145	EM CY 1016 20145	Mauk	14.5	31.9	2	JF XF	1.56	113	0.007	0.007	0.007
EM CY 1021 18104	EM CY 1021 18104	Mauk	10.4	31.9	1.8	JF XF	1.24	107	0.007	0.007	0.007
EM CY 1021 2010 X5 FERTIG	EM CY 1021 2010 X5 Fertig	Mauk	10	31.9	2	JF XF	1.22	109	0.007	0.007	0.007
EM CY 1024 2010	EM CY 1024 2010	Mauk	9.8	30.1	2.2	JF XF	1.23	105	0.006	0.007	0.007
EM CY 1025 20098	EM CY 1025 20098	Mauk	9.8	31.9	2	JF XF	1.19	91	0.008	0.008	0.008
EM J18 1 3015	EM J18 1 3015	Mauk	15	31.9	3.1	JF XF	1.68	94	0.012	0.012	0.012
EM J18 2010	EM J18 2010	Mauk	10	30.1	2	JF XF	1.21	80	0.009	0.009	0.01
EM J18 2010 26 51	EM J18 2010 26 51	Mauk	10	26.5	2	JF XF	1.3	83	0.01	0.01	0.01
EM J18 2010 27 48	EM J18 2010 27 48	Mauk	10	26.5	2	JF XF	1.28	83	0.01	0.01	0.01
EM J18 2310	EM J18 2310	Mauk	10	30.1	2.3	JF XF	1.25	82	0.01	0.009	0.01
EM J18 2510 26 51	EM J18 2510 26 51	Mauk	10	26.5	2.5	JF XF	1.38	88	0.01	0.01	0.01
"EM J18 2515 DRW R0,8"	"EM J18 2515 DrW r0,8"	Mauk	15	31.9	2.5	JF XF	1.55	90	0.012	0.012	0.012
EM J18 2610 27 48	EM J18 2610 27 48	Mauk	10	26.5	2.6	JF XF	1.34	88	0.01	0.01	0.01
EM J18 3010 26 51	EM J18 3010 26 51	Mauk	10	26.5	3	JF XF	1.46	93	0.01	0.01	0.01
"EM J18 3012 DRW R1,2"	"EM J18 3012 DrW r1,2"	Mauk	12	31.9	3.1	JF XF	1.5	88	0.011	0.01	0.011
EM J18 3013	EM J18 3013	Mauk	13	30.1	3	JF XF	1.59	92	0.011	0.011	0.011
"EM J18 3015 DRW R0,8"	"EM J18 3015 DrW r0,8"	Mauk	15	31.9	3	JF XF	1.62	95	0.012	0.012	0.012
EM J18 3212	EM J18 3212	Mauk	12	30.1	3.2	JF XF	1.54	89	0.011	0.01	0.011
EM J18 3510 26 51	EM J18 3510 26 51	Mauk	10	26.5	3.5	JF XF	1.52	97	0.01	0.01	0.01
EM J19 3010	EM J19 3010	Mauk	10	30.1	3	JF XF	1.39	90	0.01	0.009	0.01
EM J20 2510	EM J20 2510	Mauk	10	28.2	2.4	JF XF	1.33	85	0.01	0.01	0.01
EM J8 2010 DRW	EM J8 2010 DrW	Mauk	10	31.9	2	JF XF	1.21	79	0.01	0.009	0.01
EM J8 2510 DRW	EM J8 2510 DrW	Mauk	10	31.9	2.5	JF XF	1.28	84	0.01	0.009	0.01
EM J8 3010 DRW	EM J8 3010 DrW	Mauk	10	31.9	3	JF XF	1.34	88	0.01	0.009	0.01
EM L3 2510	EM L3 2510	Mauk	9.9	26.5	2.5	JF XF	1.35	110	0.008	0.008	0.008
EM L3 3012	EM L3 3012	Mauk	12	26.5	3	JF XF	1.61	111	0.008	0.009	0.009
EM L5 2010	EM L5 2010	Mauk	10	30.1	2.1	JF XF	1.22	88	0.009	0.009	0.009
EM S104 20107	EM S104 20107	Mauk	10.7	30.1	2	JF XF	1.26	102	0.008	0.007	0.008
EM S14 2511	EM S14 2511	Mauk	11	33.8	2.5	JF XF	1.32	96	0.008	0.008	0.009
EM S5 1811 121	EM S5 1811 121	Mauk	11.1	31.9	1.9	JF XF	1.24	105	0.007	0.007	0.008
EMX-07	EMX-07	Uncategorized	9.9	28.3	2.5	JF XF	1.13	102	0.008	0.008	0.008
EPPLER 1098	EPPLER 1098	Eppler	19	37.7	3.7	JF XF	1.68	181	0.005	0.005	0.005
EPPLER 1200	EPPLER 1200	Eppler	17	37.7	3.4	JF XF	1.87	190	0.005	0.004	0.004
EPPLER 1210	EPPLER 1210	Eppler	15.9	21.4	5.2	JF XF	2.17	234	0.007	0.007	0.007
EPPLER 1211	EPPLER 1211	Eppler	18	21.4	4.4	JF XF	2.21	148	0.006	0.007	0.006
EPPLER 1212	EPPLER 1212	Eppler	17.7	21.4	3.2	JF XF	2	193	0.007	0.007	0.008
EPPLER 1212MOD	EPPLER 1212MOD	Eppler	17.7	21.5	2.6	JF XF	1.95	151	0.007	0.007	0.007
EPPLER 1213	EPPLER 1213	Eppler	17.4	21.4	2.1	JF XF	1.81	135	0.007	0.005	0.006
EPPLER 1214	EPPLER 1214	Eppler	19.8	24.7	2.1	JF XF	1.94	131	0.007	0.006	0.006
EPPLER 1230	EPPLER 1230	Eppler	17.5	30.1	3.6	JF XF	1.91	146	0.006	0.006	0.006
EPPLER 1233	EPPLER 1233	Eppler	18.9	30.1	4.4	JF XF	2.12	239	0.007	0.006	0.006
EPPLER 168	EPPLER 168	Eppler	12.4	26.5	0	JF XF	1.12	129	0.006	0.006	0.007
EPPLER 169	EPPLER 169	Eppler	14.4	26.5	0	JF XF	1.22	122	0.006	0.006	0.007
EPPLER 171	EPPLER 171	Eppler	12.3	33.8	0	JF XF	0.97	119	0.005	0.006	0.007
EPPLER 174	EPPLER 174	Eppler	8.9	31.9	3.6	JF XF	1.29	162	0.006	0.005	0.005
EPPLER 176	EPPLER 176	Eppler	8.8	31.9	3.2	JF XF	1.17	152	0.006	0.005	0.005
EPPLER 178	EPPLER 178	Eppler	8.7	31.9	2.8	JF XF	1.09	138	0.006	0.005	0.005
EPPLER 180	EPPLER 180	Eppler	8.6	31.9	2.4	JF XF	1.06	113	0.005	0.005	0.005
EPPLER 182	EPPLER 182	Eppler	8.5	31.9	1.5	JF XF	0.92	129	0.004	0.004	0.005
EPPLER 184	EPPLER 184	Eppler	8.3	31.9	1.1	JF XF	0.82	127	0.004	0.004	0.071
EPPLER 186	EPPLER 186	Eppler	10.3	30.1	1.2	JF XF	0.89	98	0.005	0.004	0.006
EPPLER 193	EPPLER 193	Eppler	10.2	31.9	3.4	JF WT XF	1.31	174	0.006	0.005	0.005
EPPLER 193MOD	EPPLER 193MOD	Eppler	11.9	31.9	4.1	JF WT XF	1.5	176	0.006	0.006	0.006
EPPLER 195	EPPLER 195	Eppler	11.8	31.9	3.1	JF XF	1.33	194	0.006	0.005	0.005
EPPLER 197	EPPLER 197	Eppler	13.5	33.8	2.8	JF XF	1.36	184	0.005	0.005	0.005
EPPLER 201	EPPLER 201	Eppler	11.9	31.9	3	JF XF	1.34	184	0.006	0.005	0.005
EPPLER 203	EPPLER 203	Eppler	13.6	31.9	2.6	JF XF	1.39	179	0.005	0.005	0.005
EPPLER 205	EPPLER 205	Eppler	10.5	30.1	3	JF WT XF	1.26	178	0.006	0.005	0.005
EPPLER 207	EPPLER 207	Eppler	12	31.9	2.5	JF XF	1.3	187	0.005	0.005	0.005
EPPLER 209	EPPLER 209	Eppler	13.7	31.9	2.1	JF XF	1.37	175	0.005	0.005	0.006
EPPLER 210	EPPLER 210	Eppler	13.6	31.9	4.2	JF XF	1.7	245	0.007	0.006	0.005
EPPLER 211	EPPLER 211	Eppler	11	33.8	2.4	JF XF	1.31	162	0.006	0.005	0.006
EPPLER 212	EPPLER 212	Eppler	10.6	28.2	2.7	JF XF	1.39	122	0.006	0.006	0.006
EPPLER 214	EPPLER 214	Eppler	11.1	31.9	4.1	JF WT XF	1.56	171	0.006	0.006	0.006
EPPLER 216	EPPLER 216	Eppler	10.4	28.2	4.9	JF XF	1.74	177	0.006	0.006	0.006
EPPLER 220	EPPLER 220	Eppler	11.5	35.8	2.6	JF XF	1.19	141	0.005	0.005	0.005
EPPLER 221	EPPLER 221	Eppler	9.4	28.2	2.1	JF XF	1.11	129	0.005	0.005	0.005
EPPLER 222	EPPLER 222	Eppler	10.2	30.1	2.4	JF XF	1.28	122	0.006	0.006	0.006
EPPLER 224	EPPLER 224	Eppler	10.2	30.1	1.9	JF XF	1.21	132	0.006	0.006	0.006
EPPLER 226	EPPLER 226	Eppler	10.2	30	0.7	JF XF	1.04	128	0.005	0.006	0.006
EPPLER 228	EPPLER 228	Eppler	10.1	30.1	0.3	JF XF	0.92	106	0.005	0.006	0.101
EPPLER 230	EPPLER 230	Eppler	10	30	0.2	JF XF	0.81	84	0.006	0.007	0.093
EPPLER 231	EPPLER 231	Eppler	12.3	39.7	2.5	JF WT XF	1.22	138	0.006	0.005	0.007
EPPLER 266	EPPLER 266	Eppler	17.3	39.7	3	JF XF	1.52	258	0.004	0.003	0.003
EPPLER 297	EPPLER 297	Eppler	11.4	37.7	0	JF XF	0.79	109	0.004	0.005	0.049
EPPLER 325	EPPLER 325	Eppler	12.6	31.9	1.8	JF XF	1.11	129	0.005	0.005	0.005
EPPLER 326	EPPLER 326	Eppler	12.9	31.9	2.1	JF XF	1.23	140	0.005	0.005	0.005
EPPLER 327	EPPLER 327	Eppler	13.1	31.9	2.6	JF XF	1.34	149	0.005	0.005	0.005
EPPLER 328	EPPLER 328	Eppler	13.3	31.9	3	JF XF	1.46	158	0.008	0.006	0.006
EPPLER 329	EPPLER 329	Eppler	13.5	31.9	3.5	JF XF	1.55	130	0.008	0.006	0.006
EPPLER 330	EPPLER 330	Eppler	11	30.1	2.1	JF XF	1.07	139	0.006	0.004	0.005
EPPLER 331	EPPLER 331	Eppler	11.3	30.1	2.7	JF XF	1.2	151	0.005	0.005	0.005
EPPLER 332	EPPLER 332	Eppler	11.5	30.1	3.1	JF XF	1.32	160	0.008	0.005	0.005
EPPLER 333	EPPLER 333	Eppler	11.8	30.1	3.5	JF XF	1.43	167	0.007	0.005	0.005
EPPLER 334	EPPLER 334	Eppler	11.9	30.1	4	JF XF	1.55	173	0.007	0.008	0.006
EPPLER 335	EPPLER 335	Eppler	12.6	30.1	2.3	JF XF	1.19	140	0.005	0.006	0.005
EPPLER 336	EPPLER 336	Eppler	12.8	30.1	2.8	JF XF	1.3	115	0.004	0.005	0.006
EPPLER 337	EPPLER 337	Eppler	13.1	30.1	3.2	JF XF	1.42	157	0.008	0.006	0.006
EPPLER 338	EPPLER 338	Eppler	13.3	30.1	3.7	JF XF	1.53	164	0.008	0.005	0.006
EPPLER 339	EPPLER 339	Eppler	13.6	30.1	4	JF XF	1.62	170	0.007	0.007	0.006
EPPLER 340	EPPLER 340	Eppler	13.7	30.1	2.6	JF XF	2.12	43	0.007	0.01	0.014
EPPLER 341	EPPLER 341	Eppler	14	30.1	3	JF XF	1.41	139	0.005	0.005	0.005
EPPLER 342	EPPLER 342	Eppler	14.3	30.1	3.5	JF XF	1.52	159	0.007	0.006	0.005
EPPLER 343	EPPLER 343	Eppler	14.5	30.1	4	JF XF	1.61	156	0.006	0.005	0.005
EPPLER 344	EPPLER 344	Eppler	14.7	30.1	4.3	JF XF	1.74	138	0.008	0.008	0.006
EPPLER 360	EPPLER 360	Eppler	12.2	35.8	1.6	JF XF	1.39	138	0.006	0.005	0.006
EPPLER 361	EPPLER 361	Eppler	12.1	35.8	1.7	JF XF	1.37	139	0.005	0.005	0.006
EPPLER 374	EPPLER 374	Eppler	10.9	35.8	2.4	JF WT XF	1.17	153	0.005	0.004	0.005
EPPLER 376	EPPLER 376	Eppler	2.5	4.2	9	JF XF	2.1	287	0.034	0.027	0.054
EPPLER 377	EPPLER 377	Eppler	3.9	7.8	8.8	JF XF	1.66	261	0.035	0.025	0.015
EPPLER 377MOD	EPPLER 377MOD	Eppler	3.8	6.2	9.2	JF XF	1.62	241	0.036	0.025	0.013
EPPLER 378	EPPLER 378	Eppler	4.1	8.7	8.2	JF XF	1.79	41	0.041	0.039	0.099
EPPLER 379	EPPLER 379	Eppler	2.2	6.2	8.1	JF XF	2.56	235	0.031	0.021	0.003
EPPLER 385	EPPLER 385	Eppler	8.4	30	5.6	JF XF	1.59	271	0.015	0.004	0.004
EPPLER 387	EPPLER 387	Eppler	9.1	31.9	3.6	JF WT XF CFD	1.29	162	0.006	0.005	0.005
EPPLER 392	EPPLER 392	Eppler	10.2	31.9	4.1	JF XF	1.41	142	0.006	0.006	0.006
EPPLER 393	EPPLER 393	Eppler	11.5	31.9	4	JF XF	1.46	186	0.005	0.005	0.004
EPPLER 395	EPPLER 395	Eppler	12.3	30.1	5.2	JF XF	1.66	206	0.006	0.005	0.005
EPPLER 396	EPPLER 396	Eppler	13.1	30.1	5.5	JF XF	1.74	209	0.006	0.005	0.005
EPPLER 397	EPPLER 397	Eppler	13.5	31.9	5.3	JF XF	1.71	200	0.006	0.005	0.005
EPPLER 398	EPPLER 398	Eppler	14.2	30.1	5.3	JF XF	1.79	210	0.006	0.005	0.005
EPPLER 399	EPPLER 399	Eppler	14.8	30.1	5.2	JF XF	1.8	204	0.006	0.005	0.005
EPPLER 403	EPPLER 403	Eppler	15	37.7	3	JF XF	1.5	184	0.004	0.004	0.005
EPPLER 407	EPPLER 407	Eppler	14.4	39.7	3.5	JF XF	1.47	171	0.005	0.004	0.004
EPPLER 417	EPPLER 417	Eppler	14.2	39.7	2.9	JF XF	1.41	179	0.004	0.004	0.004
EPPLER 420	EPPLER 420	Eppler	14.3	24.7	10.6	JF XF	2.75	284	0.051	0.032	0.02
EPPLER 421	EPPLER 421	Eppler	14.5	24.7	8.5	JF XF	2.45	238	0.031	0.008	0.008
EPPLER 422	EPPLER 422	Eppler	14	24.7	7.1	JF XF	2.14	189	0.007	0.008	0.007
EPPLER 423	EPPLER 423	Eppler	12.5	24.7	10	JF WT XF	2.58	265	0.051	0.032	0.018
EPPLER 426	EPPLER 426	Eppler	10.8	23.1	0.4	JF XF	1.3	142	0.006	0.006	0.006
EPPLER 428	EPPLER 428	Eppler	11.2	19.9	0.4	JF XF	1.3	132	0.006	0.006	0.006
EPPLER 431	EPPLER 431	Eppler	15.1	39.7	4.2	JF XF	1.73	177	0.008	0.006	0.005
EPPLER 432	EPPLER 432	Eppler	16	37.7	4.5	JF XF	1.81	192	0.009	0.006	0.005
EPPLER 433	EPPLER 433	Eppler	14.2	41.7	3.9	JF XF	1.67	171	0.008	0.006	0.005
EPPLER 434	EPPLER 434	Eppler	13.3	37.7	4.3	JF XF	1.59	178	0.008	0.006	0.004
EPPLER 435	EPPLER 435	Eppler	16.2	37.7	4.3	JF XF	1.86	183	0.009	0.006	0.005
EPPLER 471	EPPLER 471	Eppler	6.3	28.2	4.7	JF XF	1.32	188	0.005	0.005	0.004
EPPLER 472	EPPLER 472	Eppler	12.1	18.4	0	JF WT XF	1.3	191	0.007	0.007	0.006
EPPLER 473	EPPLER 473	Eppler	16.2	21.4	0	JF XF	1.43	197	0.006	0.006	0.006
EPPLER 474	EPPLER 474	Eppler	14.1	21.4	0	JF XF	1.34	188	0.006	0.007	0.006
EPPLER 475	EPPLER 475	Eppler	15	21.4	0	JF XF	1.4	197	0.006	0.006	0.005
EPPLER 476	EPPLER 476	Eppler	16.7	33.8	0	JF XF	1.21	104	0.007	0.007	0.008
EPPLER 477	EPPLER 477	Eppler	15.4	31.9	0	JF XF	1.15	90	0.006	0.006	0.008
EPPLER 478	EPPLER 478	Eppler	15.7	24.7	0	JF XF	1.34	113	0.006	0.007	0.008
EPPLER 479	EPPLER 479	Eppler	16.6	24.7	0	JF XF	1.45	134	0.006	0.006	0.006
EPPLER 485	EPPLER 485	Eppler	12.5	33.8	1.1	JF XF	1.2	133	0.005	0.005	0.006
EPPLER 49	EPPLER 49	Eppler	7.2	37.7	5.8	JF XF	1.67	403	0.02	0.041	0.032
EPPLER 502	EPPLER 502	Eppler	15.7	43.8	1.5	JF XF	1.11	101	0.004	0.005	0.007
EPPLER 520	EPPLER 520	Eppler	15	35.8	0	JF XF	1.08	121	0.005	0.005	0.006
EPPLER 521	EPPLER 521	Eppler	13.8	35.8	0	JF XF	1.02	118	0.005	0.005	0.006
EPPLER 540	EPPLER 540	Eppler	16.9	43.8	1.6	JF XF	1.3	109	0.005	0.005	0.006
EPPLER 541	EPPLER 541	Eppler	16.6	45.8	1.7	JF XF	1.24	103	0.004	0.005	0.006
EPPLER 542	EPPLER 542	Eppler	16.9	41.7	1.9	JF XF	1.33	111	0.005	0.005	0.006
EPPLER 543	EPPLER 543	Eppler	17.2	41.7	1.9	JF XF	1.38	112	0.005	0.006	0.006
EPPLER 544	EPPLER 544	Eppler	17.5	41.7	1.9	JF XF	1.41	112	0.005	0.006	0.006
EPPLER 545	EPPLER 545	Eppler	17.5	39.7	1.8	JF XF	1.47	129	0.005	0.007	0.008
EPPLER 546	EPPLER 546	Eppler	16.3	39.7	1.8	JF XF	1.38	133	0.006	0.006	0.006
EPPLER 547	EPPLER 547	Eppler	17.4	37.7	2	JF XF	1.44	117	0.006	0.006	0.006
EPPLER 548	EPPLER 548	Eppler	17.4	35.8	2.2	JF XF	1.47	154	0.006	0.005	0.005
EPPLER 549	EPPLER 549	Eppler	18.1	37.7	2	JF XF	1.54	122	0.006	0.006	0.007
EPPLER 550	EPPLER 550	Eppler	18.2	35.8	2.2	JF XF	1.56	160	0.005	0.005	0.005
EPPLER 551	EPPLER 551	Eppler	18.3	33.8	2.8	JF XF	1.62	123	0.007	0.006	0.006
EPPLER 552	EPPLER 552	Eppler	18.5	33.8	2.5	JF XF	1.65	167	0.005	0.005	0.006
EPPLER 553	EPPLER 553	Eppler	18.1	31.9	2.9	JF XF	1.7	157	0.007	0.006	0.006
EPPLER 554	EPPLER 554	Eppler	18.3	31.9	2.6	JF XF	1.71	172	0.006	0.006	0.006
EPPLER 555	EPPLER 555	Eppler	16	31.9	2.6	JF XF	1.6	149	0.005	0.006	0.006
EPPLER 556	EPPLER 556	Eppler	16	31.9	3.1	JF XF	1.69	152	0.005	0.006	0.006
EPPLER 557	EPPLER 557	Eppler	16	30.1	3.6	JF XF	1.79	151	0.007	0.006	0.006
EPPLER 558	EPPLER 558	Eppler	16	26.4	4	JF XF	1.82	176	0.007	0.007	0.007
EPPLER 559	EPPLER 559	Eppler	16.1	26.5	4.4	JF XF	1.93	233	0.007	0.006	0.007
EPPLER 560	EPPLER 560	Eppler	16.1	24.7	4.9	JF XF	2.02	248	0.007	0.006	0.005
EPPLER 561	EPPLER 561	Eppler	16.9	26.5	5	JF XF	2.08	250	0.007	0.007	0.005
EPPLER 562	EPPLER 562	Eppler	15	26.5	4.1	JF XF	1.85	220	0.006	0.006	0.007
EPPLER 58	EPPLER 58	Eppler	5.6	21.5	6.5	JF XF	1.73	201	0.037	0.004	0.003
EPPLER 580	EPPLER 580	Eppler	16.1	35.8	4.1	JF XF	1.83	245	0.007	0.005	0.005
EPPLER 582	EPPLER 582	Eppler	14.8	39.7	4.2	JF XF	1.64	179	0.008	0.006	0.004
EPPLER 583	EPPLER 583	Eppler	16.5	39.7	4.5	JF XF	1.73	134	0.008	0.007	0.006
EPPLER 584	EPPLER 584	Eppler	16.6	39.7	4.5	JF XF	1.73	138	0.008	0.007	0.006
EPPLER 585	EPPLER 585	Eppler	14.6	39.7	4.2	JF XF	1.66	181	0.008	0.005	0.004
EPPLER 587	EPPLER 587	Eppler	16.7	39.7	4.2	JF XF	1.79	178	0.009	0.005	0.005
